parmseq,Outcome,idnum,parm,label,estimate,stderr,dof,t,p,min95,max95,uncp,corp,signif,myqvallargervolumes,selected,rank,mlog10p
1, zces3 ,281,infectionburdenhospbr,,-0.04,0.01508346,36256,-2.9485839,3.20E-03,-0.07,-0.01,0.05,0.00003418,0,0.00648178,0,721,2.494850022
1, zf2r ,502,infectionburdenhospbr,,0.04,0.01516896,36529,2.9478085,3.20E-03,0.01,0.07,0.05,0.00003418,0,0.00648903,0,722,2.494850022
1, zsetmar ,1222,infectionburdenhospbr,,0.04,0.01500989,36041,2.9391302,3.30E-03,0.01,0.07,0.05,0.00003418,0,0.00666431,0,723,2.48148606
1, zcntnap2 ,329,infectionburdenhospbr,,0.04,0.01491364,36344,2.9362947,3.30E-03,0.01,0.07,0.05,0.00003418,0,0.0067162,0,724,2.48148606
1, zstx4 ,1306,infectionburdenhospbr,,0.04,0.01521138,36256,2.9254166,3.40E-03,0.01,0.07,0.05,0.00003418,0,0.00694589,0,725,2.468521083
1, zenpp7 ,479,infectionburdenhospbr,,0.04,0.01524646,35269,2.9208007,3.50E-03,0.01,0.07,0.05,0.00003418,0,0.00704002,0,726,2.455931956
1, zslitrk6 ,1258,infectionburdenhospbr,,0.04,0.01531262,35747,2.9180741,3.50E-03,0.01,0.07,0.05,0.00003418,0,0.00709203,0,727,2.455931956
1, zlsp1 ,852,infectionburdenhospbr,,0.04,0.01485954,36344,2.9086673,3.60E-03,0.01,0.07,0.05,0.00003418,0,0.00729878,0,728,2.443697499
1, zstx8 ,1308,infectionburdenhospbr,,0.04,0.01523603,36344,2.9074126,3.60E-03,0.01,0.07,0.05,0.00003418,0,0.00731806,0,729,2.443697499
1, zobp2b ,1002,infectionburdenhospbr,,-0.04,0.01224947,36045,-2.8985382,3.80E-03,-0.06,-0.01,0.05,0.00003418,0,0.00751807,0,730,2.420216403
1, zccl17 ,177,infectionburdenhospbr,,0.04,0.01504521,36365,2.8921814,3.80E-03,0.01,0.07,0.05,0.00003418,0,0.00765085,0,731,2.420216403
1, zlefty2 ,822,infectionburdenhospbr,,-0.04,0.01448008,36660,-2.8924892,3.80E-03,-0.07,-0.01,0.05,0.00003418,0,0.00765085,0,732,2.420216403
1, zgsta1 ,625,infectionburdenhospbr,,0.04,0.01445847,36374,2.884946,3.90E-03,0.01,0.07,0.05,0.00003418,0,0.00781818,0,733,2.408935393
1, zmmp13 ,916,infectionburdenhospbr,,0.04,0.01531934,35593,2.8766905,4.00E-03,0.01,0.07,0.05,0.00003418,0,0.00801477,0,734,2.397940009
1, zf11r ,501,infectionburdenhospbr,,0.04,0.01508701,36451,2.8709017,4.10E-03,0.01,0.07,0.05,0.00003418,0,0.00815177,0,735,2.387216143
1, zgalnt3 ,576,infectionburdenhospbr,,0.04,0.01540093,35753,2.8656544,4.20E-03,0.01,0.07,0.05,0.00003418,0,0.0082769,0,736,2.37675071
1, zmog ,922,infectionburdenhospbr,,0.04,0.01490877,36718,2.8652013,4.20E-03,0.01,0.07,0.05,0.00003418,0,0.00827738,0,737,2.37675071
1, zolr1 ,1006,infectionburdenhospbr,,0.04,0.01514198,36090,2.8609188,4.20E-03,0.01,0.07,0.05,0.00003418,0,0.0083787,0,738,2.37675071
1, zvasn ,1424,infectionburdenhospbr,,0.04,0.01531843,35884,2.8579961,4.30E-03,0.01,0.07,0.05,0.00003418,0,0.00844484,0,739,2.366531544
1, zfcrl5 ,528,infectionburdenhospbr,,0.04,0.01446403,36451,2.8536899,4.30E-03,0.01,0.07,0.05,0.00003418,0,0.00854847,0,740,2.366531544
1, zmcam ,886,infectionburdenhospbr,,-0.04,0.01493998,36588,-2.850739,4.40E-03,-0.07,-0.01,0.05,0.00003418,0,0.00860491,0,741,2.356547324
1, zsusd2 ,1315,infectionburdenhospbr,,0.04,0.01508282,36451,2.8511298,4.40E-03,0.01,0.07,0.05,0.00003418,0,0.00860491,0,742,2.356547324
1, zcsf3 ,368,infectionburdenhospbr,,0.04,0.01515622,35753,2.8395169,4.50E-03,0.01,0.07,0.05,0.00003418,0,0.00890153,0,743,2.346787486
1, zflt3 ,551,infectionburdenhospbr,,-0.04,0.01535976,35565,-2.8301241,4.70E-03,-0.07,-0.01,0.05,0.00003418,0,0.00915477,0,744,2.327902142
1, zchl1 ,291,infectionburdenhospbr,,-0.04,0.01516736,36528,-2.8287945,4.70E-03,-0.07,-0.01,0.05,0.00003418,0,0.0091804,0,745,2.327902142
1, zarsa ,90,infectionburdenhospbr,,0.04,0.01482847,36451,2.826329,4.70E-03,0.01,0.07,0.05,0.00003418,0,0.00923896,0,746,2.327902142
1, zwfikkn2 ,1452,infectionburdenhospbr,,-0.04,0.01466732,36472,-2.8255417,4.70E-03,-0.07,-0.01,0.05,0.00003418,0,0.00924929,0,747,2.327902142
1, zpts ,1132,infectionburdenhospbr,,0.04,0.01495633,35425,2.8201459,4.80E-03,0.01,0.07,0.05,0.00003418,0,0.0093938,0,748,2.318758763
1, zpm20d1 ,1073,infectionburdenhospbr,,-0.04,0.01513494,36257,-2.8184553,4.80E-03,-0.07,-0.01,0.05,0.00003418,0,0.00943068,0,749,2.318758763
1, zaoc3 ,75,infectionburdenhospbr,,0.04,0.01481031,36588,2.8049942,5.00E-03,0.01,0.07,0.05,0.00003418,0,0.00982044,0,750,2.301029996
1, zclul1 ,319,infectionburdenhospbr,,-0.04,0.01449202,36370,-2.8031882,5.10E-03,-0.07,-0.01,0.05,0.00003418,0,0.00986247,0,751,2.292429824
1, zadgre5 ,27,infectionburdenhospbr,,0.04,0.01493933,36728,2.7955766,5.20E-03,0.01,0.07,0.05,0.00003418,0,0.01008422,0,752,2.283996656
1, zdbi ,406,infectionburdenhospbr,,0.04,0.01515596,36289,2.7913737,5.30E-03,0.01,0.07,0.05,0.00003418,0,0.01020258,0,753,2.27572413
1, zil33 ,735,infectionburdenhospbr,,0.04,0.01543914,35753,2.7775875,5.50E-03,0.01,0.07,0.05,0.00003418,0,0.01063151,0,754,2.259637311
1, zactn4 ,11,infectionburdenhospbr,,0.04,0.01543441,35753,2.7715494,5.60E-03,0.01,0.07,0.05,0.00003418,0,0.01081632,0,755,2.251811973
1, zarg1 ,84,infectionburdenhospbr,,-0.04,0.01534862,36185,-2.7680093,5.60E-03,-0.07,-0.01,0.05,0.00003418,0,0.01091996,0,756,2.251811973
1, zcd22 ,213,infectionburdenhospbr,,0.04,0.01453517,36816,2.7640592,5.70E-03,0.01,0.07,0.05,0.00003418,0,0.01103832,0,757,2.244125144
1, zprok1 ,1105,infectionburdenhospbr,,0.03,0.01045258,36344,2.7625851,5.70E-03,0.01,0.05,0.05,0.00003418,0,0.01107372,0,758,2.244125144
1, zc4bpb ,143,infectionburdenhospbr,,0.04,0.01473027,36532,2.7542413,5.90E-03,0.01,0.07,0.05,0.00003418,0,0.01134499,0,759,2.229147988
1, zpadi2 ,1015,infectionburdenhospbr,,0.04,0.01540349,35753,2.7491363,6.00E-03,0.01,0.07,0.05,0.00003418,0,0.01150814,0,760,2.22184875
1, zil6r ,743,infectionburdenhospbr,,0.04,0.01516089,36235,2.7408236,6.10E-03,0.01,0.07,0.05,0.00003418,0,0.01178771,0,761,2.214670165
1, zentpd6 ,482,infectionburdenhospbr,,0.04,0.01537609,35747,2.7217237,6.50E-03,0.01,0.07,0.05,0.00003418,0,0.01247464,0,762,2.187086643
1, zcrisp2 ,359,infectionburdenhospbr,,-0.04,0.01313242,36718,-2.6981598,7.00E-03,-0.06,-0.01,0.05,0.00003418,0,0.0133634,0,763,2.15490196
1, zs100a11 ,1182,infectionburdenhospbr,,0.04,0.01508582,36155,2.69802,7.00E-03,0.01,0.07,0.05,0.00003418,0,0.0133634,0,764,2.15490196
1, zjchain ,776,infectionburdenhospbr,,0.04,0.0153483,35753,2.6896015,7.20E-03,0.01,0.07,0.05,0.00003418,0,0.01368729,0,765,2.142667504
1, zpxn ,1136,infectionburdenhospbr,,0.04,0.01519067,35593,2.6843055,7.30E-03,0.01,0.07,0.05,0.00003418,0,0.01388786,0,766,2.13667714
1, zc2 ,141,infectionburdenhospbr,,0.04,0.01486301,36526,2.6781978,7.40E-03,0.01,0.07,0.05,0.00003418,0,0.01412503,0,767,2.13076828
1, zparp1 ,1024,infectionburdenhospbr,,0.04,0.01508187,36344,2.6657229,7.70E-03,0.01,0.07,0.05,0.00003418,0,0.01464085,0,768,2.113509275
1, zfcn2 ,524,infectionburdenhospbr,,-0.04,0.01506901,36291,-2.6647074,7.70E-03,-0.07,-0.01,0.05,0.00003418,0,0.01466603,0,769,2.113509275
1, zatox1 ,98,infectionburdenhospbr,,0.04,0.01511933,36532,2.6641153,7.70E-03,0.01,0.07,0.05,0.00003418,0,0.01467274,0,770,2.113509275
1, zanxa11 ,70,infectionburdenhospbr,,-0.04,0.01529578,36284,-2.6626905,7.80E-03,-0.07,-0.01,0.05,0.00003418,0,0.01471593,0,771,2.107905397
1, zsumf2 ,1313,infectionburdenhospbr,,0.04,0.01491937,36743,2.6535076,8.00E-03,0.01,0.07,0.05,0.00003418,0,0.01510268,0,772,2.096910013
1, znt5e ,990,infectionburdenhospbr,,0.04,0.01501399,36532,2.6307582,8.50E-03,0.01,0.07,0.05,0.00003418,0,0.01613092,0,773,2.070581074
1, zgkn1 ,600,infectionburdenhospbr,,0.04,0.01553247,34904,2.6292032,8.60E-03,0.01,0.07,0.05,0.00003418,0,0.01618424,0,774,2.065501549
1, zcpe ,344,infectionburdenhospbr,,-0.04,0.01525851,36417,-2.6286725,8.60E-03,-0.07,-0.01,0.05,0.00003418,0,0.0161883,0,775,2.065501549
1, ztnfrsf10c ,1369,infectionburdenhospbr,,0.04,0.01511593,36530,2.6255298,8.70E-03,0.01,0.07,0.05,0.00003418,0,0.01631741,0,776,2.060480747
1, zrrm2b ,1175,infectionburdenhospbr,,-0.04,0.01542716,35565,-2.6244987,8.70E-03,-0.07,-0.01,0.05,0.00003418,0,0.016346,0,777,2.060480747
1, zdsg4 ,451,infectionburdenhospbr,,-0.04,0.01504626,36150,-2.6139465,9.00E-03,-0.07,-0.01,0.05,0.00003418,0,0.01683769,0,778,2.045757491
1, zezr ,500,infectionburdenhospbr,,0.04,0.01471284,36743,2.5997145,9.30E-03,0.01,0.07,0.05,0.00003418,0,0.01752946,0,779,2.031517051
1, zlif ,834,infectionburdenhospbr,,0.04,0.0154097,35593,2.5931241,9.50E-03,0.01,0.07,0.05,0.00003418,0,0.01784623,0,780,2.022276395
1, ztnfsf14 ,1389,infectionburdenhospbr,,0.04,0.01511036,36156,2.5877777,9.70E-03,0.01,0.07,0.05,0.00003418,0,0.01807907,0,781,2.013228266
1, zil1b ,720,infectionburdenhospbr,,0.04,0.01540993,35588,2.5877832,9.70E-03,0.01,0.07,0.05,0.00003418,0,0.01807907,0,782,2.013228266
1, zil17rb ,713,infectionburdenhospbr,,0.04,0.01494581,35897,2.5849754,9.70E-03,0.01,0.07,0.05,0.00003418,0,0.01820342,0,783,2.013228266
1, zprdx3 ,1094,infectionburdenhospbr,,0.04,0.01535634,35753,2.5703625,1.00E-02,0.01,0.07,0.05,0.00003418,0,0.0189653,0,784,2
1, zangptl3 ,64,infectionburdenhospbr,,0.04,0.0139243,36460,2.5607355,1.00E-02,0.01,0.06,0.05,0.00003418,0,0.01947388,0,785,2
1, zcntn4 ,327,infectionburdenhospbr,,-0.04,0.01494096,36451,-2.5460484,1.10E-02,-0.07,-0.01,0.05,0.00003418,0,0.02028672,0,786,1.958607315
1, zca4 ,151,infectionburdenhospbr,,0.04,0.01505299,36888,2.541588,1.10E-02,0.01,0.07,0.05,0.00003418,0,0.02052117,0,787,1.958607315
1, ztigar ,1353,infectionburdenhospbr,,0.04,0.01541411,35536,2.5410071,1.10E-02,0.01,0.07,0.05,0.00003418,0,0.02052949,0,788,1.958607315
1, zcd209 ,212,infectionburdenhospbr,,-0.04,0.01517163,36538,-2.5393933,1.10E-02,-0.07,-0.01,0.05,0.00003418,0,0.020572,0,789,1.958607315
1, zvamp5 ,1422,infectionburdenhospbr,,0.04,0.01538918,35747,2.5398384,1.10E-02,0.01,0.07,0.05,0.00003418,0,0.020572,0,790,1.958607315
1, zvtcn1 ,1441,infectionburdenhospbr,,0.04,0.01546794,35565,2.538475,1.10E-02,0.01,0.07,0.05,0.00003418,0,0.02060019,0,791,1.958607315
1, zslitrk2 ,1257,infectionburdenhospbr,,0.04,0.01484193,36718,2.525869,1.20E-02,0.01,0.07,0.05,0.00003418,0,0.02132696,0,792,1.920818754
1, zces2 ,280,infectionburdenhospbr,,0.04,0.01480687,36256,2.5233778,1.20E-02,0.01,0.07,0.05,0.00003418,0,0.02142462,0,793,1.920818754
1, zitgb2 ,768,infectionburdenhospbr,,-0.04,0.01475656,36233,-2.5233994,1.20E-02,-0.07,-0.01,0.05,0.00003418,0,0.02142462,0,794,1.920818754
1, znid1 ,966,infectionburdenhospbr,,0.04,0.01481452,36460,2.5118902,1.20E-02,0.01,0.07,0.05,0.00003418,0,0.02207904,0,795,1.920818754
1, ztek ,1332,infectionburdenhospbr,,0.04,0.01522193,36532,2.5120442,1.20E-02,0.01,0.07,0.05,0.00003418,0,0.02207904,0,796,1.920818754
1, zfgr ,541,infectionburdenhospbr,,0.04,0.01530153,35593,2.5099484,1.20E-02,0.01,0.07,0.05,0.00003418,0,0.02217313,0,797,1.920818754
1, zrnase3 ,1167,infectionburdenhospbr,,0.04,0.01513626,36266,2.4894732,1.30E-02,0.01,0.07,0.05,0.00003418,0,0.02346245,0,798,1.886056648
1, zahcy ,39,infectionburdenhospbr,,0.04,0.01519722,36433,2.485236,1.30E-02,0.01,0.07,0.05,0.00003418,0,0.0237138,0,799,1.886056648
1, zadam15 ,16,infectionburdenhospbr,,0.04,0.01531759,35747,2.4834788,1.30E-02,0.01,0.07,0.05,0.00003418,0,0.02380147,0,800,1.886056648
1, zmuc16 ,935,infectionburdenhospbr,,0.04,0.01530589,36256,2.4825535,1.30E-02,0.01,0.07,0.05,0.00003418,0,0.02383346,0,801,1.886056648
1, zl1cam ,806,infectionburdenhospbr,,-0.04,0.01502389,36532,-2.4728149,1.30E-02,-0.07,-0.01,0.05,0.00003418,0,0.02446215,0,802,1.886056648
1, zitgb5 ,769,infectionburdenhospbr,,-0.04,0.01510798,36532,-2.4700655,1.40E-02,-0.07,-0.01,0.05,0.00003418,0,0.02462024,0,803,1.853871964
1, zngf ,965,infectionburdenhospbr,,0.04,0.01535421,36156,2.4683686,1.40E-02,0.01,0.07,0.05,0.00003418,0,0.02470657,0,804,1.853871964
1, zil7r ,746,infectionburdenhospbr,,-0.04,0.01495546,36451,-2.4672077,1.40E-02,-0.07,-0.01,0.05,0.00003418,0,0.02475595,0,805,1.853871964
1, zadgre2 ,26,infectionburdenhospbr,,0.04,0.01502368,36587,2.4434833,1.50E-02,0.01,0.07,0.05,0.00003418,0,0.02639384,0,806,1.823908741
1, zcrhr1 ,356,infectionburdenhospbr,,-0.04,0.01543571,35747,-2.4432858,1.50E-02,-0.07,-0.01,0.05,0.00003418,0,0.02639384,0,807,1.823908741
1, zsftpa1 ,1227,infectionburdenhospbr,,0.04,0.01541689,35565,2.4310381,1.50E-02,0.01,0.07,0.05,0.00003418,0,0.02726927,0,808,1.823908741
1, zcxcl3 ,397,infectionburdenhospbr,,-0.04,0.01521807,36422,-2.4250505,1.50E-02,-0.07,-0.01,0.05,0.00003418,0,0.02768865,0,809,1.823908741
1, ztie1 ,1352,infectionburdenhospbr,,0.04,0.01515664,36888,2.4241427,1.50E-02,0.01,0.07,0.05,0.00003418,0,0.02772358,0,810,1.823908741
1, zgsta3 ,626,infectionburdenhospbr,,0.04,0.01484607,35565,2.4159309,1.60E-02,0.01,0.06,0.05,0.00003418,0,0.02832203,0,811,1.795880017
1, zs100a12 ,1183,infectionburdenhospbr,,0.04,0.01522484,35923,2.4105357,1.60E-02,0.01,0.07,0.05,0.00003418,0,0.02870886,0,812,1.795880017
1, zpaep ,1017,infectionburdenhospbr,,0.04,0.01505489,36156,2.394573,1.70E-02,0.01,0.07,0.05,0.00003418,0,0.02995244,0,813,1.769551079
1, zst3gal1 ,1295,infectionburdenhospbr,,0.04,0.01482245,36256,2.3690035,1.80E-02,0.01,0.06,0.05,0.00003418,0,0.03206611,0,814,1.744727495
1, zitga6 ,762,infectionburdenhospbr,,-0.04,0.01528881,36344,-2.3570528,1.80E-02,-0.07,-0.01,0.05,0.00003418,0,0.03307619,0,815,1.744727495
1, zartn ,93,infectionburdenhospbr,,0.04,0.01543939,35753,2.3477859,1.90E-02,0.01,0.07,0.05,0.00003418,0,0.03386916,0,816,1.721246399
1, ztyro3 ,1415,infectionburdenhospbr,,0.04,0.01517404,36433,2.3425973,1.90E-02,0.01,0.07,0.05,0.00003418,0,0.03430152,0,817,1.721246399
1, ztnfsf10 ,1384,infectionburdenhospbr,,-0.04,0.01508479,36816,-2.3244521,2.00E-02,-0.06,-0.01,0.05,0.00003418,0,0.03596098,0,818,1.698970004
1, ztmprss5 ,1362,infectionburdenhospbr,,-0.03,0.0150208,35989,-2.3226192,2.00E-02,-0.06,-0.01,0.05,0.00003418,0,0.03609299,0,819,1.698970004
1, zflt4 ,553,infectionburdenhospbr,,0.03,0.01501149,36532,2.3006556,2.10E-02,0.01,0.06,0.05,0.00003418,0,0.03821055,0,820,1.677780705
1, zlrp1 ,846,infectionburdenhospbr,,0.03,0.01491002,36256,2.2970985,2.20E-02,0.01,0.06,0.05,0.00003418,0,0.03852416,0,821,1.657577319
1, zclec10a ,299,infectionburdenhospbr,,0.03,0.0152288,36156,2.2958088,2.20E-02,0.01,0.06,0.05,0.00003418,0,0.03860844,0,822,1.657577319
1, zp4hb ,1014,infectionburdenhospbr,,0.03,0.01496356,36226,2.2895929,2.20E-02,0,0.06,0.05,0.00003418,0,0.03919818,0,823,1.657577319
1, zfbp1 ,518,infectionburdenhospbr,,0.03,0.01502155,36433,2.2828966,2.20E-02,0,0.06,0.05,0.00003418,0,0.03984579,0,824,1.657577319
1, zcxcl14 ,394,infectionburdenhospbr,,0.03,0.01481849,35753,2.2770063,2.30E-02,0,0.06,0.05,0.00003418,0,0.04041733,0,825,1.638272164
1, ztnfaip8 ,1366,infectionburdenhospbr,,-0.04,0.01544068,35753,-2.2750246,2.30E-02,-0.07,0,0.05,0.00003418,0,0.0405785,0,826,1.638272164
1, zcst5 ,370,infectionburdenhospbr,,0.03,0.01513777,35744,2.2623027,2.40E-02,0,0.06,0.05,0.00003418,0,0.04189927,0,827,1.619788758
1, zfcgr2b ,522,infectionburdenhospbr,,-0.03,0.01536382,35565,-2.2596379,2.40E-02,-0.06,0,0.05,0.00003418,0,0.04214033,0,828,1.619788758
1, zgzmh ,633,infectionburdenhospbr,,0.03,0.01507929,35747,2.2416897,2.50E-02,0,0.06,0.05,0.00003418,0,0.04409744,0,829,1.602059991
1, zing1 ,749,infectionburdenhospbr,,0.03,0.01540139,35536,2.2360467,2.50E-02,0,0.06,0.05,0.00003418,0,0.04469182,0,830,1.602059991
1, zfkbp1b ,544,infectionburdenhospbr,,-0.03,0.01526349,36516,-2.2316593,2.60E-02,-0.06,0,0.05,0.00003418,0,0.0451462,0,831,1.585026652
1, zdars1 ,405,infectionburdenhospbr,,-0.03,0.0153401,36099,-2.2075029,2.70E-02,-0.06,0,0.05,0.00003418,0,0.04797869,0,832,1.568636236
1, znid2 ,967,infectionburdenhospbr,,0.03,0.01517158,36451,2.2017653,2.80E-02,0,0.06,0.05,0.00003418,0,0.04862595,0,833,1.552841969
1, zplxdc1 ,1069,infectionburdenhospbr,,-0.03,0.01544958,35565,-2.2013199,2.80E-02,-0.06,0,0.05,0.00003418,0,0.04862595,0,834,1.552841969
1, zslc27a4 ,1253,infectionburdenhospbr,,0.03,0.01541639,35593,2.198934,2.80E-02,0,0.06,0.05,0.00003418,0,0.04880579,0,835,1.552841969
1, zlxn ,859,infectionburdenhospbr,,-0.03,0.01531519,35994,-2.1993445,2.80E-02,-0.06,0,0.05,0.00003418,0,0.04880579,0,836,1.552841969
1, zcdc27 ,249,infectionburdenhospbr,,0.03,0.01543724,35565,2.1960966,2.80E-02,0,0.06,0.05,0.00003418,0,0.04910132,0,837,1.552841969
1, zdpep1 ,438,infectionburdenhospbr,,-0.03,0.01503465,36099,-2.1944067,2.80E-02,-0.06,0,0.05,0.00003418,0,0.0492541,0,838,1.552841969
1, zsugt1 ,1310,infectionburdenhospbr,,-0.03,0.01545365,35565,-2.1879256,2.90E-02,-0.06,0,0.05,0.00003418,0,0.05001317,0,839,1.537602002
1, zmtpn ,933,infectionburdenhospbr,,-0.03,0.0154351,35747,-2.1840401,2.90E-02,-0.06,0,0.05,0.00003418,0,0.05044873,0,840,1.537602002
1, zldlr ,821,infectionburdenhospbr,,-0.03,0.01429211,36533,-2.1833408,2.90E-02,-0.06,0,0.05,0.00003418,0,0.05047796,0,841,1.537602002
1, zlta4h ,854,infectionburdenhospbr,,0.03,0.01508557,36718,2.1734342,3.00E-02,0,0.06,0.05,0.00003418,0,0.05169849,0,842,1.522878745
1, zil10ra ,697,infectionburdenhospbr,,0.03,0.01543984,35753,2.1588579,3.10E-02,0,0.06,0.05,0.00003418,0,0.05357014,0,843,1.508638306
1, zdapp1 ,404,infectionburdenhospbr,,-0.03,0.01530381,36344,-2.1576323,3.10E-02,-0.06,0,0.05,0.00003418,0,0.05367159,0,844,1.508638306
1, znfkbie ,964,infectionburdenhospbr,,0.03,0.01535089,35565,2.1566905,3.10E-02,0,0.06,0.05,0.00003418,0,0.05373533,0,845,1.508638306
1, zdcxr ,414,infectionburdenhospbr,,-0.03,0.01433479,36532,-2.1561692,3.10E-02,-0.06,0,0.05,0.00003418,0,0.05374183,0,846,1.508638306
1, zclstn1 ,316,infectionburdenhospbr,,0.03,0.0154062,35593,2.1458936,3.20E-02,0,0.06,0.05,0.00003418,0,0.05507963,0,847,1.494850022
1, zhagh ,634,infectionburdenhospbr,,-0.03,0.01490832,36608,-2.132203,3.30E-02,-0.06,0,0.05,0.00003418,0,0.05692727,0,848,1.48148606
1, zctsc ,378,infectionburdenhospbr,,0.03,0.01501971,36347,2.1293675,3.30E-02,0,0.06,0.05,0.00003418,0,0.05726304,0,849,1.48148606
1, zhao1 ,635,infectionburdenhospbr,,0.03,0.01464933,36718,2.1275256,3.30E-02,0,0.06,0.05,0.00003418,0,0.05745817,0,850,1.48148606
1, ztdrkh ,1331,infectionburdenhospbr,,0.03,0.01539074,35593,2.121701,3.40E-02,0,0.06,0.05,0.00003418,0,0.05822731,0,851,1.468521083
1, zgfap ,586,infectionburdenhospbr,,0.03,0.01460403,35507,2.1054642,3.50E-02,0,0.06,0.05,0.00003418,0,0.06054265,0,852,1.455931956
1, zrassf2 ,1149,infectionburdenhospbr,,0.03,0.01526585,35565,2.0954405,3.60E-02,0,0.06,0.05,0.00003418,0,0.06198267,0,853,1.443697499
1, zprcp ,1092,infectionburdenhospbr,,0.03,0.01434484,36659,2.0927744,3.60E-02,0,0.06,0.05,0.00003418,0,0.06231653,0,854,1.443697499
1, zcd2ap ,219,infectionburdenhospbr,,0.03,0.01510505,36433,2.0868359,3.70E-02,0,0.06,0.05,0.00003418,0,0.06308316,0,855,1.431798276
1, zpdgfc ,1036,infectionburdenhospbr,,0.03,0.01528724,35565,2.0871622,3.70E-02,0,0.06,0.05,0.00003418,0,0.06308316,0,856,1.431798276
1, zbid ,122,infectionburdenhospbr,,-0.03,0.01514652,36344,-2.0860314,3.70E-02,-0.06,0,0.05,0.00003418,0,0.06313389,0,857,1.431798276
1, zs100a16 ,1184,infectionburdenhospbr,,0.03,0.01542569,35536,2.0741017,3.80E-02,0,0.06,0.05,0.00003418,0,0.06492624,0,858,1.420216403
1, zchmp1a ,292,infectionburdenhospbr,,-0.03,0.01532029,36156,-2.0694962,3.90E-02,-0.06,0,0.05,0.00003418,0,0.06558231,0,859,1.408935393
1, zomd ,1007,infectionburdenhospbr,,-0.03,0.01450936,36587,-2.0557997,4.00E-02,-0.06,0,0.05,0.00003418,0,0.06772142,0,860,1.397940009
1, zret ,1160,infectionburdenhospbr,,-0.03,0.01486101,36256,-2.0551557,4.00E-02,-0.06,0,0.05,0.00003418,0,0.06774848,0,861,1.397940009
1, znpm1 ,977,infectionburdenhospbr,,0.06,0.02912368,9850,2.0455523,4.10E-02,0,0.12,0.05,0.00003418,0,0.06929214,0,862,1.387216143
1, zca13 ,147,infectionburdenhospbr,,-0.03,0.01534297,36042,-2.0434573,4.10E-02,-0.06,0,0.05,0.00003418,0,0.0695297,0,863,1.387216143
1, zsmad5 ,1260,infectionburdenhospbr,,-0.03,0.01473129,36256,-2.0422525,4.10E-02,-0.06,0,0.05,0.00003418,0,0.06965118,0,864,1.387216143
1, znotch3 ,975,infectionburdenhospbr,,0.03,0.01441287,36888,2.036562,4.20E-02,0,0.06,0.05,0.00003418,0,0.07053026,0,865,1.37675071
1, zccs ,200,infectionburdenhospbr,,-0.03,0.0152024,36156,-2.0332699,4.20E-02,-0.06,0,0.05,0.00003418,0,0.07100881,0,866,1.37675071
1, zcnpy2 ,321,infectionburdenhospbr,,0.03,0.01542656,35747,2.031717,4.20E-02,0,0.06,0.05,0.00003418,0,0.07119207,0,867,1.37675071
1, zcdhr2 ,260,infectionburdenhospbr,,0.03,0.01271511,36256,2.0181809,4.40E-02,0,0.05,0.05,0.00003418,0,0.07345301,0,868,1.356547324
1, zcst6 ,371,infectionburdenhospbr,,0.03,0.01483006,35472,2.0164875,4.40E-02,0,0.06,0.05,0.00003418,0,0.07366608,0,869,1.356547324
1, zcradd ,351,infectionburdenhospbr,,-0.03,0.01532758,36099,-2.0094213,4.40E-02,-0.06,0,0.05,0.00003418,0,0.07483145,0,870,1.356547324
1, zimpa1 ,748,infectionburdenhospbr,,-0.03,0.01533705,36156,-1.9994324,4.60E-02,-0.06,0,0.05,0.00003418,0,0.07654138,0,871,1.337242168
1, zdctn2 ,411,infectionburdenhospbr,,-0.03,0.01531947,36256,-1.9848292,4.70E-02,-0.06,0,0.05,0.00003418,0,0.07914126,0,872,1.327902142
1, zitgb1bp1 ,766,infectionburdenhospbr,,-0.03,0.01548436,35565,-1.9814401,4.80E-02,-0.06,0,0.05,0.00003418,0,0.07968512,0,873,1.318758763
1, zppp3r1 ,1089,infectionburdenhospbr,,0.03,0.01523953,36156,1.9676614,4.90E-02,0,0.06,0.05,0.00003418,0,0.08221363,0,874,1.30980392
1, zklk12 ,792,infectionburdenhospbr,,0.03,0.01546335,35565,1.9577697,5.00E-02,0,0.06,0.05,0.00003418,0,0.08404283,0,875,1.301029996
1, ztnfrsf13c ,1374,infectionburdenhospbr,,0.03,0.01523628,35753,1.9570037,5.00E-02,0,0.06,0.05,0.00003418,0,0.08409713,0,876,1.301029996
1, zcd244 ,214,infectionburdenhospbr,,0.03,0.01509146,36816,1.9555403,5.10E-02,0,0.06,0.05,0.00003418,0,0.08426044,0,877,1.292429824
1, zca11 ,145,infectionburdenhospbr,,-0.03,0.01545814,35565,-1.9551958,5.10E-02,-0.06,0,0.05,0.00003418,0,0.08426044,0,878,1.292429824
1, zptpn6 ,1127,infectionburdenhospbr,,-0.03,0.01524239,36529,-1.9474628,5.10E-02,-0.06,0,0.05,0.00003418,0,0.08569439,0,879,1.292429824
1, znudt5 ,1000,infectionburdenhospbr,,0.03,0.01508485,36451,1.9375042,5.30E-02,0,0.06,0.05,0.00003418,0,0.08759954,0,880,1.27572413
1, zmapk9 ,877,infectionburdenhospbr,,0.03,0.01519891,36344,1.9342197,5.30E-02,0,0.06,0.05,0.00003418,0,0.08816837,0,881,1.27572413
1, zsort1 ,1274,infectionburdenhospbr,,0.03,0.01501415,36376,1.9320044,5.30E-02,0,0.06,0.05,0.00003418,0,0.08852099,0,882,1.27572413
