parmseq,Outcome,idnum,parm,label,estimate,stderr,dof,t,p,min95,max95,uncp,corp,signif,myqvallargervolumes,selected,rank,mlog10p
1, zgdf15 ,583,infectionburdenhospbr,,0.32,0.01316185,36888,24.46735,4.00E-131,0.3,0.35,0.05,0.00003418,1,5.36E-128,1,1,130.39794
1, zigfbp4 ,688,infectionburdenhospbr,,0.3,0.01402464,35997,21.520096,4.00E-102,0.27,0.33,0.05,0.00003418,1,3.26E-99,1,2,101.39794
1, zwfdc2 ,1450,infectionburdenhospbr,,0.31,0.0143129,34565,21.41362,5.00E-101,0.28,0.33,0.05,0.00003418,1,2.21E-98,1,3,100.30103
1, zvsig4 ,1436,infectionburdenhospbr,,0.29,0.01432552,36399,20.459571,1.60E-92,0.27,0.32,0.05,0.00003418,1,6.00E-90,1,4,91.79588002
1, zeda2r ,458,infectionburdenhospbr,,0.27,0.01328751,36718,20.380088,8.10E-92,0.24,0.3,0.05,0.00003418,1,2.37E-89,1,5,91.09151498
1, zcol6a3 ,333,infectionburdenhospbr,,0.29,0.01412684,36888,20.301385,3.90E-91,0.26,0.31,0.05,0.00003418,1,9.61E-89,1,6,90.40893539
1, ztnfrsf1a ,1377,infectionburdenhospbr,,0.29,0.01420236,36451,20.25989,9.20E-91,0.26,0.32,0.05,0.00003418,1,1.92E-88,1,7,90.03621217
1, zplaur ,1064,infectionburdenhospbr,,0.27,0.01420742,36186,18.987134,5.30E-80,0.24,0.3,0.05,0.00003418,1,9.77E-78,1,8,79.27572413
1, zefna4 ,463,infectionburdenhospbr,,0.28,0.01452017,36099,18.950787,1.10E-79,0.25,0.3,0.05,0.00003418,1,1.73E-77,1,9,78.95860731
1, zscarb2 ,1191,infectionburdenhospbr,,0.27,0.01450214,35463,18.861646,5.70E-79,0.25,0.3,0.05,0.00003418,1,8.41E-77,1,10,78.24412514
1, zfstl3 ,564,infectionburdenhospbr,,0.26,0.01404131,36353,18.680272,1.70E-77,0.23,0.29,0.05,0.00003418,1,2.20E-75,1,11,76.76955108
1, zlair1 ,809,infectionburdenhospbr,,0.27,0.0144684,36424,18.381162,4.10E-75,0.24,0.29,0.05,0.00003418,1,4.96E-73,1,12,74.38721614
1, zckap4 ,296,infectionburdenhospbr,,0.27,0.01466673,36645,18.351926,6.90E-75,0.24,0.3,0.05,0.00003418,1,7.77E-73,1,13,74.16115091
1, ztnfrsf1b ,1378,infectionburdenhospbr,,0.27,0.0146185,36451,18.310057,1.50E-74,0.24,0.3,0.05,0.00003418,1,1.55E-72,1,14,73.82390874
1, zcd302 ,224,infectionburdenhospbr,,0.26,0.01442656,36256,18.085558,8.70E-73,0.23,0.29,0.05,0.00003418,1,8.45E-71,1,15,72.06048075
1, zepha2 ,486,infectionburdenhospbr,,0.27,0.01492706,35113,18.062115,1.40E-72,0.24,0.3,0.05,0.00003418,1,1.24E-70,1,16,71.85387196
1, zhavcr2 ,638,infectionburdenhospbr,,0.26,0.01452954,36451,17.920671,1.70E-71,0.23,0.29,0.05,0.00003418,1,1.42E-69,1,17,70.76955108
1, zefna1 ,462,infectionburdenhospbr,,0.26,0.01469419,36390,17.910442,2.00E-71,0.23,0.29,0.05,0.00003418,1,1.61E-69,1,18,70.69897
1, ztnfrsf11a ,1370,infectionburdenhospbr,,0.26,0.0145426,36816,17.885213,3.10E-71,0.23,0.29,0.05,0.00003418,1,2.37E-69,1,19,70.50863831
1, ztnfrsf10a ,1367,infectionburdenhospbr,,0.26,0.01441149,36156,17.72153,5.70E-70,0.23,0.28,0.05,0.00003418,1,4.14E-68,1,20,69.24412514
1, zadm ,31,infectionburdenhospbr,,0.24,0.0137258,36718,17.458833,5.60E-68,0.21,0.27,0.05,0.00003418,1,3.87E-66,0,21,67.25181197
1, zcd74 ,241,infectionburdenhospbr,,0.25,0.01441757,36743,17.227885,3.00E-66,0.22,0.28,0.05,0.00003418,1,1.99E-64,0,22,65.52287875
1, ztnfrsf9 ,1383,infectionburdenhospbr,,0.25,0.01479316,36156,17.219178,3.50E-66,0.23,0.28,0.05,0.00003418,1,2.23E-64,1,23,65.45593196
1, ztgfbr2 ,1342,infectionburdenhospbr,,0.25,0.01446305,36532,17.064314,4.90E-65,0.22,0.28,0.05,0.00003418,1,2.98E-63,0,24,64.30980392
1, zcst3 ,369,infectionburdenhospbr,,0.24,0.01400262,36529,16.976738,2.20E-64,0.21,0.27,0.05,0.00003418,1,1.26E-62,0,25,63.65757732
1, zcd300e ,221,infectionburdenhospbr,,0.24,0.01447268,36596,16.915478,6.10E-64,0.22,0.27,0.05,0.00003418,1,3.41E-62,0,26,63.21467016
1, zpgf ,1046,infectionburdenhospbr,,0.23,0.01342233,36816,16.907603,6.90E-64,0.2,0.25,0.05,0.00003418,1,3.74E-62,0,27,63.16115091
1, ztff3 ,1335,infectionburdenhospbr,,0.25,0.01491898,36392,16.888524,9.60E-64,0.22,0.28,0.05,0.00003418,1,5.00E-62,1,28,63.01772877
1, zlgals9 ,830,infectionburdenhospbr,,0.24,0.01416713,36422,16.740939,1.10E-62,0.21,0.26,0.05,0.00003418,1,5.71E-61,0,29,61.95860731
1, ztnfrsf10b ,1368,infectionburdenhospbr,,0.24,0.01439143,36156,16.709387,1.90E-62,0.21,0.27,0.05,0.00003418,1,9.37E-61,0,30,61.7212464
1, zspon2 ,1286,infectionburdenhospbr,,0.25,0.01472698,36266,16.695998,2.40E-62,0.22,0.27,0.05,0.00003418,1,1.13E-60,0,31,61.61978876
1, zpik3ip1 ,1052,infectionburdenhospbr,,0.24,0.01449402,36451,16.627436,7.50E-62,0.21,0.27,0.05,0.00003418,1,3.41E-60,0,32,61.12493874
1, zcsf1 ,366,infectionburdenhospbr,,0.24,0.01468304,36587,16.612283,9.60E-62,0.22,0.27,0.05,0.00003418,1,4.24E-60,0,33,61.01772877
1, zcolec12 ,335,infectionburdenhospbr,,0.23,0.01409963,36424,16.592647,1.30E-61,0.21,0.26,0.05,0.00003418,1,5.71E-60,0,34,60.88605665
1, zlayn ,817,infectionburdenhospbr,,0.24,0.01470444,36099,16.470195,1.00E-60,0.21,0.27,0.05,0.00003418,1,4.19E-59,0,35,60
1, ztnfrsf12a ,1372,infectionburdenhospbr,,0.24,0.01436713,36532,16.450503,1.40E-60,0.21,0.26,0.05,0.00003418,1,5.59E-59,0,36,59.85387196
1, zspink1 ,1278,infectionburdenhospbr,,0.24,0.01491229,36451,16.403601,3.00E-60,0.22,0.27,0.05,0.00003418,1,1.17E-58,0,37,59.52287875
1, zhspg2 ,664,infectionburdenhospbr,,0.24,0.01459296,36177,16.223565,5.60E-59,0.21,0.27,0.05,0.00003418,1,2.14E-57,0,38,58.25181197
1, zgfra1 ,589,infectionburdenhospbr,,0.23,0.01422226,36660,16.161785,1.50E-58,0.2,0.26,0.05,0.00003418,1,5.61E-57,0,39,57.82390874
1, ztnfrsf4 ,1380,infectionburdenhospbr,,0.24,0.01470611,36752,16.153577,1.70E-58,0.21,0.27,0.05,0.00003418,1,6.24E-57,0,40,57.76955108
1, zrelt ,1158,infectionburdenhospbr,,0.22,0.01367111,36451,15.954912,4.10E-57,0.19,0.24,0.05,0.00003418,1,1.47E-55,0,41,56.38721614
1, znectin2 ,956,infectionburdenhospbr,,0.23,0.01479047,36376,15.87542,1.50E-56,0.21,0.26,0.05,0.00003418,1,5.06E-55,0,42,55.82390874
1, znbl1 ,944,infectionburdenhospbr,,0.23,0.01469041,36532,15.815166,3.80E-56,0.2,0.26,0.05,0.00003418,1,1.25E-54,0,43,55.4202164
1, zhla_e ,649,infectionburdenhospbr,,0.24,0.01491458,36344,15.815254,3.80E-56,0.21,0.27,0.05,0.00003418,1,1.25E-54,0,44,55.4202164
1, zcd27 ,215,infectionburdenhospbr,,0.23,0.01472431,36532,15.756102,9.50E-56,0.2,0.26,0.05,0.00003418,1,3.10E-54,0,45,55.02227639
1, zareg ,83,infectionburdenhospbr,,0.23,0.0148972,36256,15.672551,3.50E-55,0.2,0.26,0.05,0.00003418,1,1.13E-53,0,46,54.45593196
1, znpdc1 ,976,infectionburdenhospbr,,0.23,0.01456428,36433,15.526317,3.40E-54,0.2,0.25,0.05,0.00003418,1,1.07E-52,0,47,53.46852108
1, zagrn ,36,infectionburdenhospbr,,0.22,0.01445359,36587,15.456621,1.00E-53,0.2,0.25,0.05,0.00003418,1,3.07E-52,0,48,53
1, zangpt2 ,61,infectionburdenhospbr,,0.23,0.01474659,36718,15.296548,1.20E-52,0.2,0.25,0.05,0.00003418,1,3.50E-51,0,49,51.92081875
1, zfgf23 ,537,infectionburdenhospbr,,0.22,0.01477809,36656,15.119727,1.70E-51,0.19,0.25,0.05,0.00003418,1,5.03E-50,0,50,50.76955108
1, zltbr ,857,infectionburdenhospbr,,0.22,0.01477735,36258,15.014699,8.40E-51,0.19,0.25,0.05,0.00003418,1,2.40E-49,0,51,50.07572071
1, ztnfrsf14 ,1375,infectionburdenhospbr,,0.22,0.01466993,36472,15.007719,9.30E-51,0.19,0.25,0.05,0.00003418,1,2.61E-49,0,52,50.03151705
1, zlgals4 ,827,infectionburdenhospbr,,0.22,0.01470124,36424,14.994049,1.10E-50,0.19,0.25,0.05,0.00003418,1,3.14E-49,0,53,49.95860731
1, zulbp2 ,1417,infectionburdenhospbr,,0.22,0.0148362,36156,14.906744,4.20E-50,0.19,0.25,0.05,0.00003418,1,1.14E-48,0,54,49.37675071
1, zfabp4 ,508,infectionburdenhospbr,,0.19,0.0128086,36888,14.812417,1.70E-49,0.16,0.21,0.05,0.00003418,1,4.50E-48,0,55,48.76955108
1, zasgr1 ,95,infectionburdenhospbr,,0.21,0.01406266,36156,14.740499,4.90E-49,0.18,0.23,0.05,0.00003418,1,1.29E-47,0,56,48.30980392
1, zdsc2 ,448,infectionburdenhospbr,,0.22,0.01485699,36055,14.737548,5.10E-49,0.19,0.25,0.05,0.00003418,1,1.32E-47,0,57,48.29242982
1, zogn ,1005,infectionburdenhospbr,,0.21,0.01423952,36451,14.695706,9.50E-49,0.18,0.24,0.05,0.00003418,1,2.39E-47,0,58,48.02227639
1, zdll1 ,430,infectionburdenhospbr,,0.22,0.01471646,36532,14.627566,2.60E-48,0.19,0.24,0.05,0.00003418,1,6.37E-47,0,59,47.58502665
1, zlilrb4 ,840,infectionburdenhospbr,,0.21,0.01469125,35753,14.569189,6.10E-48,0.19,0.24,0.05,0.00003418,1,1.48E-46,0,60,47.21467016
1, zcol18a1 ,330,infectionburdenhospbr,,0.21,0.01428337,36621,14.566337,6.30E-48,0.18,0.24,0.05,0.00003418,1,1.48E-46,0,61,47.20065945
1, zbtn2a1 ,136,infectionburdenhospbr,,0.22,0.01481306,36587,14.566634,6.20E-48,0.19,0.24,0.05,0.00003418,1,1.48E-46,0,62,47.20760831
1, zil18bp ,715,infectionburdenhospbr,,0.21,0.01466735,36588,14.542476,8.90E-48,0.18,0.24,0.05,0.00003418,1,2.06E-46,0,63,47.05060999
1, zacvrl1 ,12,infectionburdenhospbr,,0.21,0.01430492,36099,14.488424,1.90E-47,0.18,0.24,0.05,0.00003418,1,4.46E-46,0,64,46.7212464
1, ztnfrsf19 ,1376,infectionburdenhospbr,,0.21,0.01455094,36718,14.333931,1.80E-46,0.18,0.24,0.05,0.00003418,1,4.04E-45,0,65,45.74472749
1, zcd59 ,236,infectionburdenhospbr,,0.21,0.01443859,35137,14.331126,1.90E-46,0.18,0.24,0.05,0.00003418,1,4.19E-45,0,66,45.7212464
1, znectin4 ,957,infectionburdenhospbr,,0.21,0.01487782,36532,14.280129,3.90E-46,0.18,0.24,0.05,0.00003418,1,8.46E-45,0,67,45.40893539
1, zntprobnp ,993,infectionburdenhospbr,,0.2,0.01437792,36433,14.224647,8.50E-46,0.18,0.23,0.05,0.00003418,1,1.84E-44,0,68,45.07058107
1, zhavcr1 ,637,infectionburdenhospbr,,0.2,0.01407444,36666,13.93078,5.30E-44,0.17,0.22,0.05,0.00003418,1,1.13E-42,0,69,43.27572413
1, zccn3 ,197,infectionburdenhospbr,,0.2,0.01439413,36827,13.925299,5.70E-44,0.17,0.23,0.05,0.00003418,1,1.20E-42,0,70,43.24412514
1, zren ,1159,infectionburdenhospbr,,0.2,0.01423494,36433,13.918023,6.40E-44,0.17,0.23,0.05,0.00003418,1,1.32E-42,0,71,43.19382003
1, zambp ,53,infectionburdenhospbr,,0.2,0.01434188,36666,13.81319,2.70E-43,0.17,0.23,0.05,0.00003418,1,5.54E-42,0,72,42.56863624
1, zephb4 ,487,infectionburdenhospbr,,0.2,0.01479523,36888,13.786773,3.90E-43,0.17,0.23,0.05,0.00003418,1,7.85E-42,0,73,42.40893539
1, zclmp ,312,infectionburdenhospbr,,0.19,0.01383617,36718,13.774577,4.60E-43,0.16,0.22,0.05,0.00003418,1,9.17E-42,0,74,42.33724217
1, ztnfrsf6b ,1381,infectionburdenhospbr,,0.2,0.01465744,36156,13.758246,5.80E-43,0.17,0.23,0.05,0.00003418,1,1.14E-41,0,75,42.23657201
1, zcd83 ,243,infectionburdenhospbr,,0.2,0.01454578,36344,13.734525,8.10E-43,0.17,0.23,0.05,0.00003418,1,1.55E-41,0,76,42.09151498
1, ztimp1 ,1355,infectionburdenhospbr,,0.2,0.01466695,36042,13.669445,2.00E-42,0.17,0.23,0.05,0.00003418,1,3.75E-41,0,77,41.69897
1, zprss8 ,1108,infectionburdenhospbr,,0.18,0.0135258,36287,13.61964,3.90E-42,0.16,0.21,0.05,0.00003418,1,7.29E-41,0,78,41.40893539
1, zb4galt1 ,108,infectionburdenhospbr,,0.2,0.01483904,36587,13.473385,2.80E-41,0.17,0.23,0.05,0.00003418,1,5.21E-40,0,79,40.55284197
1, zcd79b ,242,infectionburdenhospbr,,0.2,0.0148675,36816,13.346131,1.60E-40,0.17,0.23,0.05,0.00003418,1,2.84E-39,0,80,39.79588002
1, zctsl ,382,infectionburdenhospbr,,0.2,0.01484606,36433,13.303088,2.80E-40,0.17,0.23,0.05,0.00003418,1,4.98E-39,0,81,39.55284197
1, zfam3c ,514,infectionburdenhospbr,,0.2,0.01467213,36376,13.298695,2.90E-40,0.17,0.22,0.05,0.00003418,1,5.22E-39,0,82,39.537602
1, zchrdl1 ,293,infectionburdenhospbr,,0.19,0.0139698,36529,13.250401,5.60E-40,0.16,0.21,0.05,0.00003418,1,9.79E-39,0,83,39.25181197
1, zumod ,1418,infectionburdenhospbr,,-0.19,0.01440084,36774,-13.244027,6.00E-40,-0.22,-0.16,0.05,0.00003418,1,1.05E-38,0,84,39.22184875
1, zhspb6 ,663,infectionburdenhospbr,,0.18,0.01370004,36718,13.22314,8.00E-40,0.15,0.21,0.05,0.00003418,1,1.37E-38,0,85,39.09691001
1, zfabp1 ,506,infectionburdenhospbr,,0.19,0.01448818,36424,13.191772,1.20E-39,0.16,0.22,0.05,0.00003418,1,2.05E-38,0,86,38.92081875
1, zcd300c ,220,infectionburdenhospbr,,0.19,0.01474912,36743,13.187703,1.30E-39,0.17,0.22,0.05,0.00003418,1,2.14E-38,0,87,38.88605665
1, zil6 ,742,infectionburdenhospbr,,0.19,0.0145227,36256,13.116025,3.30E-39,0.16,0.22,0.05,0.00003418,1,5.44E-38,0,88,38.48148606
1, zrnaset2 ,1168,infectionburdenhospbr,,0.19,0.01463556,36720,13.097618,4.20E-39,0.16,0.22,0.05,0.00003418,1,6.84E-38,0,89,38.37675071
1, zil10rb ,698,infectionburdenhospbr,,0.19,0.01453724,36587,13.034525,9.50E-39,0.16,0.22,0.05,0.00003418,1,1.54E-37,0,90,38.02227639
1, zil2ra ,732,infectionburdenhospbr,,0.19,0.01486926,36171,13.01076,1.30E-38,0.16,0.22,0.05,0.00003418,1,2.09E-37,0,91,37.88605665
1, zklk4 ,795,infectionburdenhospbr,,0.19,0.01460776,36718,12.920128,4.20E-38,0.16,0.22,0.05,0.00003418,1,6.67E-37,0,92,37.37675071
1, zreg3a ,1156,infectionburdenhospbr,,0.19,0.01474578,36888,12.879364,7.10E-38,0.16,0.22,0.05,0.00003418,1,1.12E-36,0,93,37.14874165
1, zbsg ,132,infectionburdenhospbr,,0.19,0.01470956,36752,12.824683,1.40E-37,0.16,0.22,0.05,0.00003418,1,2.24E-36,0,94,36.85387196
1, zptgds ,1122,infectionburdenhospbr,,0.18,0.01439814,36168,12.804874,1.90E-37,0.16,0.21,0.05,0.00003418,1,2.86E-36,0,95,36.7212464
1, ztff2 ,1334,infectionburdenhospbr,,0.19,0.014638,36529,12.800629,2.00E-37,0.16,0.22,0.05,0.00003418,1,2.98E-36,0,96,36.69897
1, ztgfa ,1339,infectionburdenhospbr,,0.19,0.01471034,36344,12.799472,2.00E-37,0.16,0.22,0.05,0.00003418,1,3.00E-36,0,97,36.69897
1, zil15 ,705,infectionburdenhospbr,,0.19,0.01516761,36344,12.793445,2.10E-37,0.16,0.22,0.05,0.00003418,1,3.21E-36,0,98,36.67778071
1, zsiglec10 ,1235,infectionburdenhospbr,,0.19,0.01500022,36344,12.677999,9.40E-37,0.16,0.22,0.05,0.00003418,1,1.39E-35,0,99,36.02687215
1, znefl ,958,infectionburdenhospbr,,0.18,0.01425082,35488,12.663136,1.10E-36,0.15,0.21,0.05,0.00003418,1,1.66E-35,0,100,35.95860731
1, zthy1 ,1350,infectionburdenhospbr,,0.18,0.01462234,36743,12.561561,4.10E-36,0.16,0.21,0.05,0.00003418,1,5.90E-35,0,101,35.38721614
1, zefemp1 ,461,infectionburdenhospbr,,0.18,0.01422422,36528,12.513795,7.40E-36,0.15,0.21,0.05,0.00003418,1,1.07E-34,0,102,35.13076828
1, zcxcl13 ,393,infectionburdenhospbr,,0.19,0.01484282,36743,12.499493,8.90E-36,0.16,0.21,0.05,0.00003418,1,1.26E-34,0,103,35.05060999
1, zclec14a ,301,infectionburdenhospbr,,0.18,0.01477701,36451,12.484344,1.10E-35,0.16,0.21,0.05,0.00003418,1,1.51E-34,0,104,34.95860731
1, zil1rn ,726,infectionburdenhospbr,,0.18,0.01416409,36353,12.471449,1.30E-35,0.15,0.2,0.05,0.00003418,1,1.76E-34,0,105,34.88605665
1, ztff1 ,1333,infectionburdenhospbr,,0.18,0.01466387,36285,12.46611,1.40E-35,0.15,0.21,0.05,0.00003418,1,1.87E-34,0,106,34.85387196
1, zcrim1 ,357,infectionburdenhospbr,,0.18,0.01484159,36587,12.405776,2.90E-35,0.16,0.21,0.05,0.00003418,1,3.92E-34,0,107,34.537602
1, zigfbp7 ,690,infectionburdenhospbr,,0.18,0.01457371,36888,12.399187,3.10E-35,0.15,0.21,0.05,0.00003418,1,4.20E-34,0,108,34.50863831
1, zil4r ,739,infectionburdenhospbr,,0.19,0.01496675,36344,12.364523,4.80E-35,0.16,0.21,0.05,0.00003418,1,6.42E-34,0,109,34.31875876
1, zegfr ,466,infectionburdenhospbr,,-0.18,0.01462353,36888,-12.238708,2.30E-34,-0.21,-0.15,0.05,0.00003418,1,3.00E-33,0,110,33.63827216
1, zpigr ,1050,infectionburdenhospbr,,0.18,0.01464327,35990,12.230988,2.50E-34,0.15,0.21,0.05,0.00003418,1,3.28E-33,0,111,33.60205999
1, zhgf ,645,infectionburdenhospbr,,0.17,0.01367785,36816,12.229243,2.50E-34,0.14,0.19,0.05,0.00003418,1,3.30E-33,0,112,33.60205999
1, zsiglec1 ,1234,infectionburdenhospbr,,0.18,0.01474254,36587,12.19969,3.60E-34,0.15,0.21,0.05,0.00003418,1,4.71E-33,0,113,33.4436975
1, zmmp12 ,915,infectionburdenhospbr,,0.17,0.01429702,36428,12.12403,9.20E-34,0.15,0.2,0.05,0.00003418,1,1.18E-32,0,114,33.03621217
1, zsorcs2 ,1272,infectionburdenhospbr,,0.18,0.01490432,35565,12.10487,1.20E-33,0.15,0.21,0.05,0.00003418,1,1.48E-32,0,115,32.92081875
1, zltbp2 ,855,infectionburdenhospbr,,0.17,0.01393847,36888,12.061711,1.90E-33,0.14,0.2,0.05,0.00003418,1,2.45E-32,0,116,32.7212464
1, zcd4 ,228,infectionburdenhospbr,,0.18,0.0147984,36281,12.052379,2.20E-33,0.15,0.21,0.05,0.00003418,1,2.73E-32,0,117,32.65757732
1, zpdcd1 ,1030,infectionburdenhospbr,,0.18,0.01498766,36669,12.031314,2.80E-33,0.15,0.21,0.05,0.00003418,1,3.49E-32,0,118,32.55284197
1, zigfbp6 ,689,infectionburdenhospbr,,0.16,0.01325743,36285,12.024307,3.10E-33,0.13,0.19,0.05,0.00003418,1,3.77E-32,0,119,32.50863831
1, zvcam1 ,1426,infectionburdenhospbr,,0.18,0.01496596,36526,12.020027,3.20E-33,0.15,0.21,0.05,0.00003418,1,3.93E-32,0,120,32.49485002
1, zigfbpl1 ,691,infectionburdenhospbr,,0.17,0.01454117,36433,12.011966,3.60E-33,0.15,0.2,0.05,0.00003418,1,4.30E-32,0,121,32.4436975
1, zsema3f ,1207,infectionburdenhospbr,,0.18,0.01463813,36433,12.000066,4.10E-33,0.15,0.2,0.05,0.00003418,1,4.92E-32,0,122,32.38721614
1, ztafa5 ,1318,infectionburdenhospbr,,0.18,0.01486466,36256,11.941541,8.30E-33,0.15,0.21,0.05,0.00003418,1,9.85E-32,0,123,32.08092191
1, zthbs2 ,1346,infectionburdenhospbr,,0.18,0.01494158,36451,11.897713,1.40E-32,0.15,0.21,0.05,0.00003418,1,1.65E-31,0,124,31.85387196
1, zmmp7 ,918,infectionburdenhospbr,,0.17,0.01482243,35703,11.766342,6.70E-32,0.15,0.2,0.05,0.00003418,1,7.80E-31,0,125,31.1739252
1, zcstb ,373,infectionburdenhospbr,,0.17,0.0148073,35957,11.741056,9.00E-32,0.14,0.2,0.05,0.00003418,1,1.04E-30,0,126,31.04575749
1, zcxcl9 ,401,infectionburdenhospbr,,0.17,0.01459282,36587,11.728165,1.00E-31,0.14,0.2,0.05,0.00003418,1,1.20E-30,0,127,31
1, zcd274 ,216,infectionburdenhospbr,,0.17,0.01488185,36156,11.648293,2.70E-31,0.14,0.2,0.05,0.00003418,1,3.04E-30,0,128,30.56863624
1, zccl15 ,175,infectionburdenhospbr,,0.17,0.01476402,36888,11.586187,5.50E-31,0.14,0.2,0.05,0.00003418,1,6.21E-30,0,129,30.25963731
1, zly6d ,860,infectionburdenhospbr,,0.17,0.01501495,36232,11.536525,9.80E-31,0.14,0.2,0.05,0.00003418,1,1.10E-29,0,130,30.00877392
1, zitgav ,764,infectionburdenhospbr,,-0.17,0.014612,36718,-11.520416,1.20E-30,-0.2,-0.14,0.05,0.00003418,1,1.31E-29,0,131,29.92081875
1, zrbp5 ,1152,infectionburdenhospbr,,0.16,0.01423195,36256,11.498782,1.50E-30,0.14,0.19,0.05,0.00003418,1,1.66E-29,0,132,29.82390874
1, zmzb1 ,939,infectionburdenhospbr,,0.17,0.01456582,36530,11.498911,1.50E-30,0.14,0.2,0.05,0.00003418,1,1.66E-29,0,133,29.82390874
1, zil19 ,718,infectionburdenhospbr,,0.17,0.01492984,35487,11.468586,2.10E-30,0.14,0.2,0.05,0.00003418,1,2.34E-29,0,134,29.67778071
1, zacta2 ,10,infectionburdenhospbr,,0.17,0.01465207,35747,11.457249,2.40E-30,0.14,0.2,0.05,0.00003418,1,2.65E-29,0,135,29.61978876
1, zsirpb1 ,1242,infectionburdenhospbr,,0.17,0.01485962,36365,11.426014,3.50E-30,0.14,0.2,0.05,0.00003418,1,3.76E-29,0,136,29.45593196
1, zfolr1 ,556,infectionburdenhospbr,,0.17,0.01464885,36367,11.411188,4.10E-30,0.14,0.2,0.05,0.00003418,1,4.42E-29,0,137,29.38721614
1, ztnf ,1365,infectionburdenhospbr,,0.17,0.01509029,35697,11.409902,4.20E-30,0.14,0.2,0.05,0.00003418,1,4.46E-29,0,138,29.37675071
1, zfgfr2 ,540,infectionburdenhospbr,,0.16,0.01436924,36532,11.38752,5.40E-30,0.14,0.19,0.05,0.00003418,1,5.71E-29,0,139,29.26760624
1, zca12 ,146,infectionburdenhospbr,,0.17,0.01522274,36256,11.386937,5.50E-30,0.14,0.2,0.05,0.00003418,1,5.71E-29,0,140,29.25963731
1, zreg1a ,1154,infectionburdenhospbr,,0.17,0.01512993,36228,11.368874,6.70E-30,0.14,0.2,0.05,0.00003418,1,6.97E-29,0,141,29.1739252
1, zlrp11 ,847,infectionburdenhospbr,,0.17,0.0148077,36433,11.366376,6.90E-30,0.14,0.2,0.05,0.00003418,1,7.08E-29,0,142,29.16115091
1, zadgrg1 ,28,infectionburdenhospbr,,0.16,0.01432095,36256,11.366189,6.90E-30,0.13,0.19,0.05,0.00003418,1,7.08E-29,0,143,29.16115091
1, zdner ,434,infectionburdenhospbr,,-0.17,0.01488796,36343,-11.364032,7.10E-30,-0.2,-0.14,0.05,0.00003418,1,7.21E-29,0,144,29.14874165
1, zchi3l1 ,289,infectionburdenhospbr,,0.17,0.01470351,35620,11.316437,1.20E-29,0.14,0.2,0.05,0.00003418,1,1.23E-28,0,145,28.92081875
1, zpilra ,1053,infectionburdenhospbr,,0.17,0.01475627,36451,11.314521,1.20E-29,0.14,0.2,0.05,0.00003418,1,1.25E-28,0,146,28.92081875
1, zlamp3 ,813,infectionburdenhospbr,,0.16,0.01430037,36752,11.281407,1.80E-29,0.13,0.19,0.05,0.00003418,1,1.80E-28,0,147,28.74472749
1, zmsr1 ,930,infectionburdenhospbr,,0.16,0.01444983,36743,11.271324,2.00E-29,0.13,0.19,0.05,0.00003418,1,2.01E-28,0,148,28.69897
1, znos1 ,972,infectionburdenhospbr,,0.16,0.01462084,35593,11.250795,2.60E-29,0.14,0.19,0.05,0.00003418,1,2.53E-28,0,149,28.58502665
1, zada2 ,15,infectionburdenhospbr,,0.17,0.01493212,36232,11.232152,3.20E-29,0.14,0.2,0.05,0.00003418,1,3.09E-28,0,150,28.49485002
1, ztrem2 ,1401,infectionburdenhospbr,,0.16,0.01435559,36424,11.105835,1.30E-28,0.13,0.19,0.05,0.00003418,1,1.27E-27,0,151,27.88605665
1, zkrt19 ,802,infectionburdenhospbr,,0.17,0.01505812,36278,11.081213,1.70E-28,0.14,0.2,0.05,0.00003418,1,1.66E-27,0,152,27.76955108
1, zspink4 ,1279,infectionburdenhospbr,,0.17,0.0150104,36344,11.067932,2.00E-28,0.14,0.2,0.05,0.00003418,1,1.91E-27,0,153,27.69897
1, zangptl4 ,65,infectionburdenhospbr,,0.16,0.01473835,36529,10.976878,5.50E-28,0.13,0.19,0.05,0.00003418,1,5.19E-27,0,154,27.25963731
1, zspon1 ,1285,infectionburdenhospbr,,0.16,0.01456102,36472,10.930977,9.10E-28,0.13,0.19,0.05,0.00003418,1,8.54E-27,0,155,27.04095861
1, zc1qa ,139,infectionburdenhospbr,,0.16,0.0150412,36629,10.922578,9.90E-28,0.13,0.19,0.05,0.00003418,1,9.31E-27,0,156,27.00436481
1, zitga11 ,760,infectionburdenhospbr,,-0.16,0.01480478,36344,-10.87251,1.70E-27,-0.19,-0.13,0.05,0.00003418,1,1.60E-26,0,157,26.76955108
1, zadamts15 ,21,infectionburdenhospbr,,0.16,0.0143728,36256,10.850964,2.20E-27,0.13,0.18,0.05,0.00003418,1,2.01E-26,0,158,26.65757732
1, zcdcp1 ,251,infectionburdenhospbr,,0.15,0.01411822,36156,10.827317,2.80E-27,0.13,0.18,0.05,0.00003418,1,2.59E-26,0,159,26.55284197
1, zccl3 ,190,infectionburdenhospbr,,0.16,0.01483725,36344,10.789147,4.30E-27,0.13,0.19,0.05,0.00003418,1,3.89E-26,0,160,26.36653154
1, zlrrn1 ,850,infectionburdenhospbr,,-0.16,0.01519393,35753,-10.705181,1.10E-26,-0.19,-0.13,0.05,0.00003418,1,9.60E-26,0,161,25.95860731
1, zrspo3 ,1177,infectionburdenhospbr,,0.15,0.0143808,36718,10.673756,1.50E-26,0.13,0.18,0.05,0.00003418,1,1.33E-25,0,162,25.82390874
